timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-12-31,1842.0000,1853.2600,1832.2300,1847.8400,1847.8400,2510380,0.0000,1.0000
2019-12-30,1874.0000,1884.0000,1840.6200,1846.8900,1846.8900,3677306,0.0000,1.0000
2019-12-27,1882.9200,1901.4000,1866.0100,1869.8000,1869.8000,6188754,0.0000,1.0000
2019-12-26,1801.0100,1870.4600,1799.5000,1868.7700,1868.7700,6024608,0.0000,1.0000
2019-12-24,1793.8100,1795.5700,1787.5800,1789.2100,1789.2100,881337,0.0000,1.0000
2019-12-23,1788.2600,1793.0000,1784.5100,1793.0000,1793.0000,2137493,0.0000,1.0000
2019-12-20,1799.6200,1802.9700,1782.4500,1786.5000,1786.5000,5152460,0.0000,1.0000
2019-12-19,1780.5000,1792.9900,1774.0600,1792.2800,1792.2800,2738320,0.0000,1.0000
2019-12-18,1795.0200,1798.2000,1782.3600,1784.0300,1784.0300,3354137,0.0000,1.0000
2019-12-17,1778.0100,1792.0000,1777.3900,1790.6600,1790.6600,3646697,0.0000,1.0000
2019-12-16,1767.0000,1769.5000,1757.0500,1769.2100,1769.2100,3149345,0.0000,1.0000
2019-12-13,1765.0000,1768.9900,1755.0000,1760.9400,1760.9400,2747909,0.0000,1.0000
2019-12-12,1750.0000,1764.0000,1745.4400,1760.3300,1760.3300,3103949,0.0000,1.0000
2019-12-11,1741.6700,1750.0000,1735.7100,1748.7200,1748.7200,2101318,0.0000,1.0000
2019-12-10,1747.4000,1750.6700,1735.0000,1739.2100,1739.2100,2515644,0.0000,1.0000
2019-12-09,1750.6600,1766.8900,1745.6100,1749.5100,1749.5100,2502489,0.0000,1.0000
2019-12-06,1751.2000,1754.4000,1740.1300,1751.6000,1751.6000,3119979,0.0000,1.0000
2019-12-05,1763.5000,1763.5000,1740.0000,1740.4800,1740.4800,2827852,0.0000,1.0000
2019-12-04,1774.0100,1789.0900,1760.2200,1760.6900,1760.6900,2680700,0.0000,1.0000
2019-12-03,1760.0000,1772.8700,1747.2300,1769.9600,1769.9600,3529582,0.0000,1.0000
2019-12-02,1804.4000,1805.5500,1762.6800,1781.6000,1781.6000,3931750,0.0000,1.0000
2019-11-29,1817.7800,1824.6900,1800.7900,1800.8000,1800.8000,1923440,0.0000,1.0000
2019-11-27,1801.0000,1824.5000,1797.3100,1818.5100,1818.5100,3035846,0.0000,1.0000
2019-11-26,1779.9200,1797.0300,1778.3500,1796.9400,1796.9400,3190428,0.0000,1.0000
2019-11-25,1753.2500,1777.4200,1753.2400,1773.8400,1773.8400,3489467,0.0000,1.0000
2019-11-22,1739.0200,1746.4300,1731.0000,1745.7200,1745.7200,2479081,0.0000,1.0000
2019-11-21,1743.0000,1746.8700,1730.3600,1734.7100,1734.7100,2662938,0.0000,1.0000
2019-11-20,1749.1400,1762.5200,1734.1200,1745.5300,1745.5300,2793759,0.0000,1.0000
2019-11-19,1756.9900,1760.6800,1743.0300,1752.7900,1752.7900,2274535,0.0000,1.0000
2019-11-18,1738.3000,1753.7000,1722.7100,1752.5300,1752.5300,2841907,0.0000,1.0000
2019-11-15,1760.0500,1761.6800,1732.8600,1739.4900,1739.4900,3931141,0.0000,1.0000
2019-11-14,1751.4300,1766.5900,1749.5600,1754.6000,1754.6000,2269417,0.0000,1.0000
2019-11-13,1773.3900,1775.0000,1747.3200,1753.1100,1753.1100,2926892,0.0000,1.0000
2019-11-12,1774.6600,1786.2200,1771.9100,1778.0000,1778.0000,2038925,0.0000,1.0000
2019-11-11,1778.0000,1780.0000,1767.1300,1771.6500,1771.6500,1947810,0.0000,1.0000
2019-11-08,1787.8900,1789.8800,1774.0400,1785.8800,1785.8800,2126198,0.0000,1.0000
2019-11-07,1803.7600,1805.9000,1783.4800,1788.2000,1788.2000,2651086,0.0000,1.0000
2019-11-06,1801.0000,1802.5000,1788.5800,1795.7700,1795.7700,2029783,0.0000,1.0000
2019-11-05,1809.1600,1810.2500,1794.0000,1801.7100,1801.7100,1885543,0.0000,1.0000
2019-11-04,1801.0100,1815.0600,1801.0100,1804.6600,1804.6600,2771922,0.0000,1.0000
2019-11-01,1788.0100,1797.4400,1785.2100,1791.4400,1791.4400,2790354,0.0000,1.0000
2019-10-31,1775.9900,1792.0000,1771.4800,1776.6600,1776.6600,2781185,0.0000,1.0000
2019-10-30,1759.1200,1782.3800,1759.1200,1779.9900,1779.9900,2449405,0.0000,1.0000
2019-10-29,1774.8100,1777.0000,1755.8100,1762.7100,1762.7100,2276855,0.0000,1.0000
2019-10-28,1748.0600,1778.7000,1742.5000,1777.0800,1777.0800,3634788,0.0000,1.0000
2019-10-25,1697.5500,1764.2100,1695.0000,1761.3300,1761.3300,9626402,0.0000,1.0000
2019-10-24,1771.0900,1788.3400,1760.2700,1780.7800,1780.7800,5204350,0.0000,1.0000
2019-10-23,1761.3000,1770.0500,1742.0000,1762.1700,1762.1700,2190380,0.0000,1.0000
2019-10-22,1788.1500,1789.7800,1762.0000,1765.7300,1765.7300,2234425,0.0000,1.0000
2019-10-21,1769.6600,1785.8800,1765.0000,1785.6600,1785.6600,2130431,0.0000,1.0000
2019-10-18,1787.8000,1793.9800,1749.2000,1757.5100,1757.5100,3189382,0.0000,1.0000
2019-10-17,1796.4900,1798.8500,1782.0200,1787.4800,1787.4800,2713773,0.0000,1.0000
2019-10-16,1773.3300,1786.2400,1770.5200,1777.4300,1777.4300,2804068,0.0000,1.0000
2019-10-15,1742.1400,1776.4500,1740.6200,1767.3800,1767.3800,3129244,0.0000,1.0000
2019-10-14,1728.9100,1741.8900,1722.0000,1736.4300,1736.4300,1928898,0.0000,1.0000
2019-10-11,1742.9200,1745.4500,1729.8600,1731.9200,1731.9200,3279534,0.0000,1.0000
2019-10-10,1725.2400,1738.2900,1713.7500,1720.2600,1720.2600,2721531,0.0000,1.0000
2019-10-09,1719.6100,1729.9500,1714.3600,1721.9900,1721.9900,2089335,0.0000,1.0000
2019-10-08,1722.4900,1727.0000,1705.0000,1705.5100,1705.5100,2626840,0.0000,1.0000
2019-10-07,1731.6300,1747.8300,1723.7000,1732.6600,1732.6600,2187598,0.0000,1.0000
