timestamp,open,high,low,close,volume
2020-01-29 12:12:00,1458.1300,1458.1300,1458.1300,1458.1300,845
2020-01-29 12:11:00,1458.2100,1458.2100,1457.2462,1457.9000,4214
2020-01-29 12:10:00,1458.4000,1458.4000,1458.4000,1458.4000,304
2020-01-29 12:09:00,1458.2000,1458.5800,1458.2000,1458.5800,1980
2020-01-29 12:08:00,1458.5260,1458.5260,1458.5260,1458.5260,2392
2020-01-29 12:07:00,1457.9100,1457.9100,1457.9100,1457.9100,1726
2020-01-29 12:06:00,1458.3217,1458.3217,1458.2300,1458.2300,1154
2020-01-29 12:05:00,1457.9000,1457.9850,1457.9000,1457.9850,1503
2020-01-29 12:04:00,1457.8800,1457.8800,1457.8800,1457.8800,1740
2020-01-29 12:03:00,1458.0250,1458.2800,1458.0250,1458.2800,1815
2020-01-29 12:02:00,1457.4500,1457.8900,1457.4500,1457.8900,1042
2020-01-29 12:01:00,1457.4500,1457.4500,1457.4500,1457.4500,894
2020-01-29 11:59:00,1457.0000,1457.1556,1456.9950,1457.1556,0
2020-01-29 11:58:00,1456.5400,1456.7539,1456.5300,1456.7539,1117
2020-01-29 11:57:00,1456.5760,1456.7736,1456.5760,1456.7736,1273
2020-01-29 11:56:00,1456.4000,1456.5900,1456.2300,1456.5000,1693
2020-01-29 11:55:00,1455.9393,1456.5000,1455.9393,1456.5000,1737
2020-01-29 11:54:00,1455.6038,1456.1400,1455.6038,1456.1400,1770
2020-01-29 11:53:00,1456.0005,1456.0800,1455.6400,1455.6400,2484
2020-01-29 11:52:00,1456.0073,1456.1400,1455.8500,1455.8500,626
2020-01-29 11:51:00,1455.7600,1456.0400,1455.7600,1456.0400,679
2020-01-29 11:50:00,1456.3400,1456.3400,1456.0100,1456.0100,1644
2020-01-29 11:49:00,1455.9200,1456.1359,1455.9200,1456.1359,1229
2020-01-29 11:48:00,1455.6300,1455.9800,1455.5300,1455.8170,1062
2020-01-29 11:47:00,1455.1830,1455.5350,1455.1830,1455.5350,1418
2020-01-29 11:46:00,1455.2533,1455.2533,1455.1520,1455.1520,971
2020-01-29 11:45:00,1454.8000,1455.3290,1454.8000,1455.3290,537
2020-01-29 11:44:00,1455.0601,1455.0756,1455.0601,1455.0756,928
2020-01-29 11:43:00,1454.6055,1454.7946,1454.6055,1454.7946,1027
2020-01-29 11:42:00,1455.3640,1455.3640,1454.3800,1454.3800,2999
2020-01-29 11:41:00,1454.9243,1455.5275,1454.9243,1455.4250,1399
2020-01-29 11:40:00,1455.3334,1455.3334,1454.8149,1454.8149,1193
2020-01-29 11:39:00,1455.8400,1455.8400,1454.7600,1455.2549,2477
2020-01-29 11:38:00,1456.2063,1456.2063,1456.2063,1456.2063,776
2020-01-29 11:37:00,1456.5500,1456.5500,1456.0000,1456.0000,2561
2020-01-29 11:36:00,1455.9629,1456.4087,1455.6519,1456.4087,1212
2020-01-29 11:35:00,1456.5500,1456.5500,1456.1400,1456.1400,1418
2020-01-29 11:34:00,1456.9301,1456.9500,1456.8700,1456.9500,1454
2020-01-29 11:33:00,1456.8831,1456.9402,1456.5562,1456.6200,1252
2020-01-29 11:32:00,1456.6200,1456.9800,1456.6200,1456.7007,1172
2020-01-29 11:31:00,1456.2800,1456.6200,1456.2700,1456.6200,1984
2020-01-29 11:30:00,1456.4918,1456.6414,1456.4918,1456.6414,413
2020-01-29 11:29:00,1456.5601,1457.1660,1456.5601,1456.7500,1690
2020-01-29 11:28:00,1456.8800,1457.1801,1456.8800,1457.1801,1064
2020-01-29 11:27:00,1456.4600,1456.9500,1456.4600,1456.9500,1247
2020-01-29 11:26:00,1456.6375,1456.6500,1456.3000,1456.4739,1796
2020-01-29 11:25:00,1455.2202,1455.9772,1455.2202,1455.9772,1260
2020-01-29 11:24:00,1454.5685,1455.5900,1454.5685,1455.5900,5136
2020-01-29 11:22:00,1454.4672,1454.4672,1454.1700,1454.1700,951
2020-01-29 11:21:00,1454.5100,1454.5400,1454.1100,1454.4178,1574
2020-01-29 11:20:00,1455.6139,1455.6139,1454.8800,1455.3149,1823
2020-01-29 11:19:00,1455.1361,1455.6840,1454.5100,1455.3101,1998
2020-01-29 11:18:00,1455.5500,1455.7600,1454.7400,1454.9606,4925
2020-01-29 11:17:00,1454.6000,1455.4700,1454.5050,1454.8900,3447
2020-01-29 11:16:00,1454.5281,1454.7581,1454.5281,1454.7581,653
2020-01-29 11:15:00,1454.5305,1454.5620,1454.2400,1454.2400,1380
2020-01-29 11:14:00,1453.1200,1453.9559,1453.1200,1453.9559,2191
2020-01-29 11:13:00,1453.5300,1453.5300,1453.1200,1453.1200,1283
2020-01-29 11:12:00,1454.6450,1454.6450,1453.7500,1453.7500,1739
2020-01-29 11:11:00,1454.5780,1454.6340,1454.3700,1454.3700,1295
2020-01-29 11:10:00,1454.0000,1454.6500,1454.0000,1454.2300,1844
2020-01-29 11:09:00,1453.4800,1454.6100,1453.3295,1454.0300,3490
2020-01-29 11:08:00,1453.6899,1454.0601,1453.1000,1453.1000,2346
2020-01-29 11:07:00,1454.4200,1454.5950,1453.7100,1453.7100,4423
2020-01-29 11:06:00,1454.0033,1454.6100,1453.7100,1454.4600,5839
2020-01-29 11:05:00,1454.3700,1454.6100,1454.1400,1454.1400,1613
2020-01-29 11:04:00,1454.3600,1455.0000,1453.6550,1454.1949,2661
2020-01-29 11:03:00,1454.5900,1454.6000,1454.3101,1454.3101,765
2020-01-29 11:02:00,1453.6000,1454.3199,1453.6000,1454.3199,1784
2020-01-29 11:01:00,1452.8180,1453.6300,1452.7300,1453.1000,3025
2020-01-29 11:00:00,1452.9445,1452.9750,1452.3750,1452.3750,1621
2020-01-29 10:59:00,1453.2200,1453.7371,1452.6150,1453.0300,2517
2020-01-29 10:58:00,1453.4600,1453.6903,1453.4600,1453.4700,1093
2020-01-29 10:57:00,1453.2400,1453.5042,1453.2400,1453.5042,415
2020-01-29 10:56:00,1453.8668,1453.8668,1453.3101,1453.3101,2564
2020-01-29 10:55:00,1453.3199,1453.8350,1453.3199,1453.7300,1318
2020-01-29 10:54:00,1453.9484,1454.0100,1453.2800,1453.6700,4104
2020-01-29 10:53:00,1452.7900,1453.8000,1452.7900,1453.8000,1680
2020-01-29 10:52:00,1452.1646,1452.9850,1452.1405,1452.8000,2734
2020-01-29 10:51:00,1452.0400,1452.2800,1451.9000,1452.0000,2584
2020-01-29 10:50:00,1451.6354,1451.9000,1450.9194,1451.9000,2374
2020-01-29 10:49:00,1451.9399,1452.3250,1451.4399,1451.6500,2202
2020-01-29 10:48:00,1451.0900,1451.8000,1451.0900,1451.4800,1904
2020-01-29 10:47:00,1451.1300,1451.4500,1450.7100,1450.7100,4248
2020-01-29 10:46:00,1450.8400,1450.8900,1450.2904,1450.6200,1850
2020-01-29 10:45:00,1450.9657,1451.1597,1450.4700,1450.4700,2935
2020-01-29 10:44:00,1450.0601,1451.3383,1450.0601,1451.1500,1944
2020-01-29 10:43:00,1451.7400,1451.7400,1451.0000,1451.0200,3297
2020-01-29 10:42:00,1451.3101,1451.5823,1451.1200,1451.5823,1354
2020-01-29 10:41:00,1450.5300,1451.4800,1450.5300,1451.3500,2513
2020-01-29 10:40:00,1450.3700,1450.8699,1450.0699,1450.4000,2863
2020-01-29 10:39:00,1448.6711,1450.5035,1448.6711,1450.4100,1544
2020-01-29 10:38:00,1447.8800,1449.6899,1447.8800,1448.6500,4187
2020-01-29 10:37:00,1447.5400,1448.1934,1447.5400,1448.1934,2170
2020-01-29 10:36:00,1448.4399,1449.0900,1447.2416,1447.2416,3472
2020-01-29 10:35:00,1449.0336,1450.2648,1448.9937,1449.0076,2570
2020-01-29 10:34:00,1448.0900,1449.9600,1448.0900,1448.5800,3311
2020-01-29 10:33:00,1447.6934,1447.8600,1447.1100,1447.5200,5042
2020-01-29 10:32:00,1447.6200,1448.1400,1446.7400,1447.4900,3525
2020-01-29 10:31:00,1448.6000,1448.7301,1447.5100,1447.6250,2835
2020-01-29 10:30:00,1448.4900,1448.5601,1448.0000,1448.4174,2179
2020-01-29 10:29:00,1449.2100,1449.2728,1448.3101,1449.0438,3405
2020-01-29 10:28:00,1448.9996,1449.8700,1448.9996,1449.8700,2269
2020-01-29 10:27:00,1449.4738,1449.4738,1448.2271,1448.2271,2073
2020-01-29 10:26:00,1448.3800,1449.3369,1448.3800,1449.3369,3003
2020-01-29 10:25:00,1449.3398,1449.3400,1448.8700,1448.8700,1942
2020-01-29 10:24:00,1449.0300,1449.7466,1448.4900,1449.7466,2452
2020-01-29 10:23:00,1450.0000,1450.0000,1449.2600,1449.2600,2301
2020-01-29 10:22:00,1450.9900,1450.9900,1450.1801,1450.1801,1763
2020-01-29 10:21:00,1450.7500,1451.5900,1450.7500,1451.0970,2008
2020-01-29 10:20:00,1450.2596,1451.2616,1450.2596,1450.5400,1963
2020-01-29 10:19:00,1451.7400,1451.9000,1450.0800,1450.0800,3225
2020-01-29 10:18:00,1450.9799,1451.7600,1450.9799,1451.5000,1973
2020-01-29 10:17:00,1451.1862,1451.3101,1450.8900,1451.3101,1337
2020-01-29 10:16:00,1449.9432,1451.6949,1449.7100,1451.0200,3166
2020-01-29 10:15:00,1451.4100,1451.8700,1450.3600,1450.3600,4568
2020-01-29 10:14:00,1449.1100,1451.5616,1449.1100,1450.9000,2295
2020-01-29 10:13:00,1447.6361,1449.2906,1447.6100,1449.0699,3755
2020-01-29 10:12:00,1448.6229,1448.6229,1447.6597,1448.0250,1439
2020-01-29 10:11:00,1449.7300,1450.6600,1449.4700,1450.4510,5269
2020-01-29 10:10:00,1448.7800,1449.7972,1448.7800,1449.2900,4131
2020-01-29 10:09:00,1448.6373,1449.3459,1447.6100,1449.3459,4547
2020-01-29 10:08:00,1449.6953,1449.6953,1447.7200,1448.7725,4781
2020-01-29 10:07:00,1450.2000,1450.2917,1448.6600,1449.4559,3925
2020-01-29 10:06:00,1449.1821,1450.5500,1448.9700,1450.4500,4105
2020-01-29 10:05:00,1451.3000,1451.3000,1448.9429,1448.9449,4918
2020-01-29 10:04:00,1451.2200,1452.0800,1451.2200,1451.8000,2061
2020-01-29 10:03:00,1451.7300,1452.0200,1450.9351,1451.1600,4371
2020-01-29 10:02:00,1452.6700,1452.9000,1452.0000,1452.6400,4535
2020-01-29 10:01:00,1452.0300,1453.6600,1452.0300,1453.3300,3601
2020-01-29 10:00:00,1452.7300,1453.1899,1452.5950,1452.5950,3876
2020-01-29 09:59:00,1452.0000,1452.8300,1451.8000,1452.7400,3646
2020-01-29 09:58:00,1451.5000,1452.2306,1451.5000,1452.2306,2553
2020-01-29 09:57:00,1452.5229,1453.1000,1452.4200,1452.4200,5541
2020-01-29 09:56:00,1453.0400,1453.0400,1453.0400,1453.0400,4376
2020-01-29 09:55:00,1453.9600,1454.0900,1453.9600,1454.0900,3902
2020-01-29 09:54:00,1452.6250,1454.2900,1452.6250,1454.2900,3094
2020-01-29 09:53:00,1452.2100,1452.2100,1452.2100,1452.2100,3135
2020-01-29 09:52:00,1454.0050,1454.0050,1453.4301,1453.4301,4026
2020-01-29 09:51:00,1453.9395,1454.8800,1453.9395,1454.8800,7743
2020-01-29 09:50:00,1456.5400,1456.5400,1454.5709,1454.5709,4497
2020-01-29 09:49:00,1457.8101,1457.9589,1456.5100,1456.5100,2718
2020-01-29 09:48:00,1459.9460,1459.9460,1459.0200,1459.0200,2976
2020-01-29 09:47:00,1460.1200,1460.1200,1459.4124,1459.4124,2510
2020-01-29 09:46:00,1461.0400,1461.0400,1460.9125,1460.9125,1998
2020-01-29 09:45:00,1461.8800,1461.8800,1461.1300,1461.1300,3475
2020-01-29 09:44:00,1461.6300,1461.6300,1460.2250,1461.0699,5353
2020-01-29 09:43:00,1462.1700,1462.1700,1461.4000,1461.4000,3212
2020-01-29 09:42:00,1462.8700,1462.8700,1462.5300,1462.5300,3569
2020-01-29 09:41:00,1462.7800,1462.7800,1462.4550,1462.4550,6860
2020-01-29 09:40:00,1462.3900,1462.9900,1462.3900,1462.9900,6893
2020-01-29 09:39:00,1460.7700,1462.7600,1460.7700,1462.7600,4874
2020-01-29 09:38:00,1462.2300,1462.2700,1462.2300,1462.2700,7598
2020-01-29 09:37:00,1459.9000,1461.9100,1459.9000,1461.9100,4319
2020-01-29 09:36:00,1460.1100,1460.8580,1460.1100,1460.8580,6692
2020-01-29 09:35:00,1456.4441,1460.3600,1456.4441,1460.3600,9284
2020-01-29 09:34:00,1457.4301,1457.4301,1454.4100,1454.4100,6421
2020-01-29 09:33:00,1455.3283,1457.4209,1455.1987,1455.4583,5186
2020-01-29 09:32:00,1457.1000,1457.3468,1455.3199,1455.8600,8569
2020-01-29 09:31:00,1458.8464,1461.4323,1456.0270,1457.1863,44784
2020-01-28 16:00:00,1452.5400,1453.8600,1451.9800,1452.6000,33690
2020-01-28 15:59:00,1453.3033,1453.3033,1452.4399,1452.7200,7928
2020-01-28 15:58:00,1453.3700,1453.6300,1452.8700,1453.3199,7208
2020-01-28 15:57:00,1453.6899,1453.8900,1452.8900,1453.3700,8353
2020-01-28 15:56:00,1452.3000,1454.3900,1452.2800,1453.9301,6477
2020-01-28 15:55:00,1454.5100,1455.1200,1452.1600,1452.1600,9945
2020-01-28 15:54:00,1454.8000,1454.9600,1453.8900,1454.4900,8926
2020-01-28 15:53:00,1453.5900,1455.0000,1453.5275,1454.9700,7747
2020-01-28 15:52:00,1453.6500,1454.1600,1453.1500,1453.5800,5708
2020-01-28 15:51:00,1454.0400,1454.4100,1453.4500,1453.8500,10118
2020-01-28 15:50:00,1454.2700,1454.7200,1453.9050,1454.7200,3938
2020-01-28 15:49:00,1454.7321,1454.7321,1453.8300,1454.2800,7582
2020-01-28 15:48:00,1454.6899,1455.0000,1454.6500,1454.9600,3920
2020-01-28 15:47:00,1453.9200,1454.8199,1453.8900,1454.8101,4393
2020-01-28 15:46:00,1454.6500,1454.8000,1454.1949,1454.1949,1754
2020-01-28 15:45:00,1454.2100,1455.0500,1454.2100,1454.9500,4369
2020-01-28 15:44:00,1453.5601,1454.2700,1453.5601,1454.2700,2255
2020-01-28 15:43:00,1453.3700,1453.6500,1453.0601,1453.1300,3991
2020-01-28 15:42:00,1453.1500,1453.9100,1453.1500,1453.5200,3544
2020-01-28 15:41:00,1453.2700,1453.2700,1452.7250,1452.7498,2889
2020-01-28 15:40:00,1454.0200,1454.4000,1453.3550,1453.3550,2824
2020-01-28 15:39:00,1454.4500,1454.4500,1453.9700,1453.9850,4486
2020-01-28 15:38:00,1454.9100,1455.2240,1454.6200,1454.7400,5292
2020-01-28 15:37:00,1454.5400,1454.9000,1454.5200,1454.9000,1976
2020-01-28 15:36:00,1454.4700,1454.7200,1454.2700,1454.2700,3258
2020-01-28 15:35:00,1454.4150,1454.5400,1454.4150,1454.4250,978
2020-01-28 15:34:00,1455.1899,1455.2600,1454.3900,1454.4242,4317
2020-01-28 15:33:00,1454.9330,1455.7700,1454.9330,1455.4500,2209
2020-01-28 15:32:00,1455.1899,1455.2300,1454.7900,1454.7900,4492
2020-01-28 15:31:00,1455.1899,1455.5500,1454.9700,1455.1700,5033
2020-01-28 15:30:00,1454.4856,1455.0800,1454.4856,1455.0800,1166
2020-01-28 15:29:00,1454.4893,1454.8700,1454.4600,1454.4600,1317
2020-01-28 15:28:00,1454.1801,1454.1801,1454.1801,1454.1801,824
2020-01-28 15:27:00,1454.9399,1455.0000,1454.1400,1454.1400,2930
2020-01-28 15:26:00,1454.7317,1454.8500,1454.4399,1454.8500,2502
2020-01-28 15:25:00,1454.5000,1454.8400,1454.4800,1454.8400,1015
2020-01-28 15:24:00,1454.3400,1454.7883,1454.3400,1454.7883,2068
2020-01-28 15:23:00,1454.3990,1454.7950,1454.3990,1454.5236,1370
2020-01-28 15:22:00,1454.3000,1454.4800,1454.2700,1454.2975,1022
2020-01-28 15:21:00,1453.5800,1454.2800,1453.5800,1454.1899,2390
2020-01-28 15:20:00,1452.9000,1453.5586,1452.8600,1453.5586,1790
2020-01-28 15:19:00,1452.6200,1452.8900,1452.5300,1452.8900,1159
2020-01-28 15:18:00,1452.2504,1452.5939,1451.8101,1452.1801,7336
2020-01-28 15:17:00,1453.3199,1453.3700,1452.0000,1452.0000,3673
