timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-01-16,182.2300,183.1100,180.9600,181.7050,181.7050,1209942,0.0000,1.0000
2020-01-15,181.6800,183.0850,180.6150,181.0600,181.0600,3886530,0.0000,1.0000
2020-01-14,183.5000,183.8500,182.0400,182.1200,182.1200,4341543,0.0000,1.0000
2020-01-13,181.2600,184.4500,181.1300,183.8500,183.8500,6117415,0.0000,1.0000
2020-01-10,179.8400,180.6800,178.6900,180.2000,180.2000,5111709,0.0000,1.0000
2020-01-09,178.8400,179.9000,177.2900,179.6000,179.6000,5952692,0.0000,1.0000
2020-01-08,175.2300,178.8500,174.7500,177.3300,177.3300,7224992,0.0000,1.0000
2020-01-07,173.2300,176.8700,172.0900,176.0000,176.0000,8289799,0.0000,1.0000
2020-01-06,165.0000,173.6700,164.4500,173.4500,173.4500,8835057,0.0000,1.0000
2020-01-03,165.0600,166.7700,165.0000,166.1700,166.1700,3205298,0.0000,1.0000
2020-01-02,163.9200,167.0700,163.5800,166.9900,166.9900,5188565,0.0000,1.0000
2019-12-31,162.0400,163.2600,161.8000,162.6400,162.6400,3273514,0.0000,1.0000
2019-12-30,164.8600,164.9400,161.2000,162.4400,162.4400,3197080,0.0000,1.0000
2019-12-27,164.8600,165.4600,163.9000,164.9800,164.9800,3409898,0.0000,1.0000
2019-12-26,163.4000,164.5300,163.2700,164.5100,164.5100,2155532,0.0000,1.0000
2019-12-24,163.3100,163.8421,162.8750,163.2500,163.2500,1237991,0.0000,1.0000
2019-12-23,164.0400,164.8700,163.3500,163.7400,163.7400,4368573,0.0000,1.0000
2019-12-20,164.7300,165.1700,163.6300,164.5500,164.5500,8586681,0.0000,1.0000
2019-12-19,161.5900,163.3400,160.8300,163.3300,163.3300,4185422,0.0000,1.0000
2019-12-18,161.8000,163.2800,161.4800,161.4800,161.4800,4144795,0.0000,1.0000
2019-12-17,162.0000,162.3700,159.7400,161.6300,161.6300,4789617,0.0000,1.0000
2019-12-16,160.8500,162.7400,160.8200,161.9600,161.9600,5369941,0.0000,1.0000
2019-12-13,158.8600,161.4900,158.5500,161.1300,161.1300,5742150,0.0000,1.0000
2019-12-12,155.7700,158.9900,155.3100,158.5900,158.5900,5353805,0.0000,1.0000
2019-12-11,156.8400,156.8800,155.4800,156.3900,156.3900,4640641,0.0000,1.0000
2019-12-10,157.0100,157.6700,156.1700,156.4000,156.4000,4074674,0.0000,1.0000
2019-12-09,157.3800,158.9000,157.0600,157.4800,157.4800,3708983,0.0000,1.0000
2019-12-06,158.1000,159.5000,157.5900,158.0100,158.0100,4751083,0.0000,1.0000
2019-12-05,155.7400,158.9200,155.2500,158.2200,158.2200,7126619,0.0000,1.0000
2019-12-04,160.3200,160.6900,154.5000,156.4300,156.4300,17802910,0.0000,1.0000
2019-12-03,156.9600,161.8500,156.1900,161.5700,161.5700,6531732,0.0000,1.0000
2019-12-02,163.1000,163.2100,158.1000,161.0000,161.0000,5104206,0.0000,1.0000
2019-11-29,161.6100,163.4100,161.3200,162.8900,162.8900,2432473,0.0000,1.0000
2019-11-27,161.9200,162.8303,161.1100,161.5100,161.5100,4011729,0.0000,1.0000
2019-11-26,161.5600,162.6100,161.3100,162.5400,162.5400,6002782,0.0000,1.0000
2019-11-25,163.7800,164.6500,161.4500,161.7100,161.7100,5508872,0.0000,1.0000
2019-11-22,162.9800,163.4900,161.3800,162.8100,162.8100,3759576,0.0000,1.0000
2019-11-21,165.3200,165.9100,162.2100,162.8800,162.8800,5720790,0.0000,1.0000
2019-11-20,163.4400,166.3400,162.2500,164.2000,164.2000,8447883,0.0000,1.0000
2019-11-19,163.6400,164.4500,161.8400,163.9600,163.9600,4952762,0.0000,1.0000
2019-11-18,164.0000,164.0000,161.8900,162.7700,162.7700,5556672,0.0000,1.0000
2019-11-15,163.7200,163.9300,160.9900,163.2100,163.2100,3692532,0.0000,1.0000
2019-11-14,163.0300,163.5800,162.3900,163.0500,163.0500,3820580,0.0000,1.0000
2019-11-13,163.0500,164.4200,162.0200,162.6000,162.6000,5499112,0.0000,1.0000
2019-11-12,162.0000,164.3700,161.5900,162.8600,162.8600,3710582,0.0000,1.0000
2019-11-11,161.2200,162.2300,160.2500,161.7800,161.7800,3541124,0.0000,1.0000
2019-11-08,159.2500,161.2100,158.9100,161.1100,161.1100,3265302,0.0000,1.0000
2019-11-07,158.9300,161.1300,158.0800,159.5000,159.5000,3800322,0.0000,1.0000
2019-11-06,158.9400,160.0000,157.7500,158.9300,158.9300,4206093,0.0000,1.0000
2019-11-05,157.5900,159.1200,155.4700,158.1500,158.1500,4013336,0.0000,1.0000
2019-11-04,160.9400,161.2500,156.6900,157.6000,157.6000,5743102,0.0000,1.0000
2019-11-01,157.9100,160.0900,156.7500,159.7400,159.7400,4770571,0.0000,1.0000
2019-10-31,156.5600,158.2800,155.2137,156.4900,156.4900,4578255,0.0000,1.0000
2019-10-30,155.7400,158.4200,155.0100,158.2800,158.2800,4722640,0.0000,1.0000
2019-10-29,154.7800,156.1300,154.4200,155.0900,155.0900,5476504,0.0000,1.0000
2019-10-28,151.2000,154.9200,149.4300,154.7900,154.7900,7574823,0.0000,1.0000
2019-10-25,147.0500,150.6600,146.3000,150.4900,150.4900,4990558,0.0000,1.0000
2019-10-24,146.5900,148.7900,146.4000,148.1200,148.1200,5371736,0.0000,1.0000
2019-10-23,142.1100,145.5690,141.4900,145.1300,145.1300,4937777,0.0000,1.0000
2019-10-22,145.0500,145.9600,142.1400,142.3300,142.3300,5275551,0.0000,1.0000
2019-10-21,144.1000,145.1900,143.0000,144.5500,144.5500,3375948,0.0000,1.0000
2019-10-18,146.3000,146.4400,142.4000,144.0900,144.0900,6080020,0.0000,1.0000
2019-10-17,147.5800,148.0400,145.5100,146.1700,146.1700,5070342,0.0000,1.0000
2019-10-16,147.2600,150.8450,145.8200,146.9700,146.9700,8998105,0.0000,1.0000
2019-10-15,149.6600,152.9700,149.6200,152.7400,152.7400,3946937,0.0000,1.0000
2019-10-14,149.4000,150.2800,148.8000,149.3700,149.3700,1580833,0.0000,1.0000
2019-10-11,148.1400,150.7100,148.0900,149.3700,149.3700,4690243,0.0000,1.0000
2019-10-10,146.8400,147.5588,145.5100,146.4100,146.4100,2737925,0.0000,1.0000
2019-10-09,147.2700,147.8500,146.6100,147.0500,147.0500,2307915,0.0000,1.0000
2019-10-08,147.5400,148.3400,145.8100,145.9100,145.9100,2662163,0.0000,1.0000
